Id,Дата визита,Пол,UTM Term,Возраст,Визиты,Посетители,Глубина просмотра,Среднее время на сайте_сек,Средний доход покупки_RUB,Добавили в корзину,Количество покупок,Новые посетители, , , , , , , , , , , 
924,2023-11-09,,media,25‑34 года,2,2,1.00,7.00,0.00,0.00,0.00,2.00,,,,,,,,,,,
925,2023-11-09,,media,35‑44 года,2,2,1.00,1.00,0.00,0.00,0.00,2.00,,,,,,,,,,,
926,2023-11-09,,social,25‑34 года,2,2,1.50,118.00,0.00,0.00,0.00,2.00,,,,,,,,,,,
927,2023-11-09,,social,35‑44 года,2,2,1.00,8.00,0.00,0.00,0.00,1.00,,,,,,,,,,,
928,2023-11-09,мужской,social,младше 18 лет,2,2,2.00,35.00,0.00,0.00,0.00,2.00,,,,,,,,,,,
929,2023-11-09,женский,all,55 лет и старше,2,1,1.00,2.00,0.00,0.00,0.00,0.00,,,,,,,,,,,
930,2023-11-09,женский,media,18‑24 года,2,2,1.00,16.00,0.00,0.00,0.00,2.00,,,,,,,,,,,
931,2023-11-10,,social,18‑24 года,2,2,10.00,1314.00,0.00,0.00,0.00,2.00,,,,,,,,,,,
932,2023-11-10,,social,35‑44 года,2,2,1.00,15.00,0.00,0.00,0.00,2.00,,,,,,,,,,,
933,2023-11-10,,social,45-54 года,2,2,1.00,8.00,0.00,0.00,0.00,1.00,,,,,,,,,,,
934,2023-11-10,мужской,all,45-54 года,2,1,1.00,58.00,0.00,0.00,0.00,0.00,,,,,,,,,,,
935,2023-11-10,мужской,din,18‑24 года,2,2,1.00,21.00,0.00,0.00,0.00,1.00,,,,,,,,,,,
936,2023-11-10,мужской,din,35‑44 года,2,2,2.00,27.00,0.00,0.00,0.00,2.00,,,,,,,,,,,
937,2023-11-10,мужской,din,45-54 года,2,2,1.00,13.00,0.00,0.00,0.00,0.00,,,,,,,,,,,
938,2023-11-10,женский,din,55 лет и старше,2,2,1.00,14.00,0.00,0.00,0.00,0.00,,,,,,,,,,,
939,2023-11-10,женский,social,,2,2,1.50,8.00,0.00,0.00,0.00,1.00,,,,,,,,,,,
940,2023-11-11,,media,45-54 года,2,2,2.00,39.00,0.00,0.00,0.00,2.00,,,,,,,,,,,
941,2023-11-11,,social,25‑34 года,2,2,3.00,23.00,0.00,0.00,0.00,0.00,,,,,,,,,,,
942,2023-11-11,мужской,social,,2,1,1.00,15.00,0.00,0.00,0.00,1.00,,,,,,,,,,,
943,2023-11-11,женский,media,18‑24 года,2,2,2.00,85.00,0.00,0.00,0.00,1.00,,,,,,,,,,,
944,2023-11-11,женский,media,45-54 года,2,2,6.50,281.00,0.00,1.00,0.00,2.00,,,,,,,,,,,
945,2023-11-12,,,,2,1,1.00,5.00,0.00,0.00,0.00,0.00,,,,,,,,,,,
946,2023-11-12,мужской,din,35‑44 года,2,2,1.00,11.00,0.00,0.00,0.00,2.00,,,,,,,,,,,
947,2023-11-12,женский,din,35‑44 года,2,2,1.50,117.00,0.00,0.00,0.00,2.00,,,,,,,,,,,
948,2023-11-12,женский,media,,2,2,1.00,0.00,0.00,0.00,0.00,2.00,,,,,,,,,,,
949,2023-11-13,,media,35‑44 года,2,2,4.50,267.00,0.00,0.00,0.00,1.00,,,,,,,,,,,
950,2023-11-13,мужской,din,45-54 года,2,2,2.00,21.00,0.00,0.00,0.00,0.00,,,,,,,,,,,
951,2023-11-13,мужской,search,55 лет и старше,2,2,1.50,18.00,0.00,0.00,0.00,2.00,,,,,,,,,,,
952,2023-11-13,женский,din,55 лет и старше,2,2,2.50,52.00,0.00,0.00,0.00,0.00,,,,,,,,,,,
953,2023-11-13,женский,social,,2,2,5.00,141.00,0.00,0.00,0.00,2.00,,,,,,,,,,,
954,2023-11-13,женский,search,,2,2,1.00,15.00,0.00,0.00,0.00,2.00,,,,,,,,,,,
955,2023-11-13,женский,search,младше 18 лет,2,2,3.50,670.00,0.00,0.00,0.00,0.00,,,,,,,,,,,
956,2023-11-13,женский,search,55 лет и старше,2,2,2.00,196.00,0.00,0.00,0.00,2.00,,,,,,,,,,,
957,2023-11-14,,din,,2,2,1.00,8.00,0.00,0.00,0.00,1.00,,,,,,,,,,,
958,2023-11-14,,social,35‑44 года,2,2,10.00,288.00,0.00,1.00,0.00,1.00,,,,,,,,,,,
959,2023-11-14,мужской,din,18‑24 года,2,2,1.00,7.00,0.00,0.00,0.00,2.00,,,,,,,,,,,
960,2023-11-14,мужской,din,25‑34 года,2,2,1.00,15.00,0.00,0.00,0.00,1.00,,,,,,,,,,,
961,2023-11-14,мужской,din,35‑44 года,2,2,7.00,181.00,0.00,0.00,0.00,0.00,,,,,,,,,,,
962,2023-11-14,мужской,media,18‑24 года,2,2,2.00,22.00,0.00,0.00,0.00,1.00,,,,,,,,,,,
963,2023-11-14,женский,din,18‑24 года,2,1,2.00,20.00,0.00,0.00,0.00,1.00,,,,,,,,,,,
964,2023-11-14,женский,din,25‑34 года,2,2,1.00,15.00,0.00,0.00,0.00,1.00,,,,,,,,,,,
965,2023-11-14,женский,media,35‑44 года,2,2,9.00,223.00,0.00,0.00,0.00,1.00,,,,,,,,,,,
966,2023-11-14,женский,media,45-54 года,2,2,1.00,20.00,0.00,0.00,0.00,1.00,,,,,,,,,,,
967,2023-11-14,женский,social,,2,2,1.00,15.00,0.00,0.00,0.00,2.00,,,,,,,,,,,
968,2023-11-15,мужской,media,45-54 года,2,1,1.00,129.00,0.00,0.00,0.00,1.00,,,,,,,,,,,
969,2023-11-15,женский,search,55 лет и старше,2,2,2.00,20.00,0.00,0.00,0.00,2.00,,,,,,,,,,,
970,2023-11-16,,social,25‑34 года,2,2,1.00,36.00,0.00,0.00,0.00,2.00,,,,,,,,,,,
971,2023-11-16,женский,social,,2,2,1.00,25.00,0.00,0.00,0.00,2.00,,,,,,,,,,,
972,2023-11-16,женский,search,младше 18 лет,2,2,1.00,14.00,0.00,0.00,0.00,2.00,,,,,,,,,,,
973,2023-11-17,,social,35‑44 года,2,2,1.00,15.00,0.00,0.00,0.00,2.00,,,,,,,,,,,
974,2023-11-17,,social,45-54 года,2,2,4.00,252.00,0.00,0.00,0.00,2.00,,,,,,,,,,,
975,2023-11-17,мужской,media,25‑34 года,2,2,2.50,102.00,0.00,0.00,0.00,1.00,,,,,,,,,,,
976,2023-11-17,мужской,media,55 лет и старше,2,2,3.50,120.00,0.00,0.00,0.00,1.00,,,,,,,,,,,
977,2023-11-17,женский,search,55 лет и старше,2,2,1.00,0.00,0.00,0.00,0.00,2.00,,,,,,,,,,,
978,2023-11-18,,search,25‑34 года,2,2,2.00,606.00,0.00,0.00,0.00,2.00,,,,,,,,,,,
979,2023-11-18,мужской,media,55 лет и старше,2,2,5.50,736.00,0.00,0.00,0.00,0.00,,,,,,,,,,,
980,2023-11-18,мужской,search,младше 18 лет,2,2,1.00,26.00,0.00,0.00,0.00,1.00,,,,,,,,,,,
981,2023-11-19,мужской,media,35‑44 года,2,2,3.50,76.00,0.00,0.00,0.00,2.00,,,,,,,,,,,
982,2023-11-19,мужской,search,,2,2,1.00,7.00,0.00,0.00,0.00,1.00,,,,,,,,,,,
983,2023-11-19,мужской,search,младше 18 лет,2,2,1.00,1.00,0.00,0.00,0.00,2.00,,,,,,,,,,,
984,2023-11-20,,search,25‑34 года,2,2,3.50,55.00,0.00,0.00,0.00,2.00,,,,,,,,,,,
985,2023-11-20,мужской,media,35‑44 года,2,2,3.50,52.00,0.00,0.00,0.00,1.00,,,,,,,,,,,
986,2023-11-20,мужской,media,45-54 года,2,2,1.50,60.00,0.00,0.00,0.00,0.00,,,,,,,,,,,
987,2023-11-20,мужской,social,,2,2,1.00,12.00,0.00,0.00,0.00,2.00,,,,,,,,,,,
988,2023-11-20,мужской,search,,2,2,2.00,49.00,0.00,0.00,0.00,1.00,,,,,,,,,,,
989,2023-11-20,женский,media,25‑34 года,2,1,1.00,30.00,0.00,0.00,0.00,0.00,,,,,,,,,,,
990,2023-11-20,женский,media,45-54 года,2,1,1.00,15.00,0.00,0.00,0.00,0.00,,,,,,,,,,,
991,2023-11-20,женский,social,,2,2,1.00,17.00,0.00,0.00,0.00,1.00,,,,,,,,,,,
992,2023-11-20,женский,social,55 лет и старше,2,2,4.00,150.00,0.00,0.00,0.00,1.00,,,,,,,,,,,
993,2023-11-20,женский,search,,2,2,3.50,481.00,11280.00,1.00,1.00,1.00,,,,,,,,,,,
994,2023-11-21,,social,25‑34 года,2,2,1.00,26.00,0.00,1.00,0.00,1.00,,,,,,,,,,,
995,2023-11-21,мужской,media,25‑34 года,2,2,3.50,37.00,0.00,0.00,0.00,1.00,,,,,,,,,,,
996,2023-11-21,женский,social,55 лет и старше,2,2,1.00,15.00,0.00,0.00,0.00,2.00,,,,,,,,,,,
997,2023-11-21,женский,search,младше 18 лет,2,2,4.50,118.00,0.00,1.00,0.00,1.00,,,,,,,,,,,
998,2023-11-22,,social,25‑34 года,2,2,6.50,725.00,141980.00,1.00,1.00,2.00,,,,,,,,,,,
999,2023-11-22,мужской,media,18‑24 года,2,2,1.00,9.00,0.00,0.00,0.00,1.00,,,,,,,,,,,
1000,2023-11-22,женский,media,25‑34 года,2,2,5.50,104.00,0.00,0.00,0.00,1.00,,,,,,,,,,,
1001,2023-11-22,женский,media,35‑44 года,2,2,3.50,63.00,0.00,0.00,0.00,1.00,,,,,,,,,,,
1002,2023-11-22,женский,search,55 лет и старше,2,2,1.00,1.00,0.00,0.00,0.00,1.00,,,,,,,,,,,
1003,2023-11-23,женский,search,,2,2,1.00,8.00,0.00,0.00,0.00,1.00,,,,,,,,,,,
1004,2023-11-24,женский,search,младше 18 лет,2,2,1.00,8.00,0.00,0.00,0.00,2.00,,,,,,,,,,,
1005,2023-11-24,женский,search,18‑24 года,2,2,1.00,8.00,0.00,0.00,0.00,1.00,,,,,,,,,,,
1006,2023-11-25,мужской,media,55 лет и старше,2,2,1.00,16.00,0.00,0.00,0.00,0.00,,,,,,,,,,,
1007,2023-11-25,мужской,social,,2,2,4.00,40.00,0.00,0.00,0.00,1.00,,,,,,,,,,,
1008,2023-11-25,женский,social,,2,2,5.50,55.00,0.00,0.00,0.00,2.00,,,,,,,,,,,
1009,2023-11-26,,media,,2,2,3.50,97.00,0.00,1.00,0.00,2.00,,,,,,,,,,,
1010,2023-11-26,мужской,media,55 лет и старше,2,2,7.00,254.00,0.00,0.00,0.00,1.00,,,,,,,,,,,
1011,2023-11-26,мужской,search,младше 18 лет,2,2,1.00,18.00,0.00,0.00,0.00,2.00,,,,,,,,,,,
1012,2023-11-26,женский,social,,2,2,1.50,34.00,0.00,0.00,0.00,2.00,,,,,,,,,,,
1013,2023-11-27,,social,25‑34 года,2,2,14.50,539.00,0.00,1.00,0.00,2.00,,,,,,,,,,,
1014,2023-11-27,мужской,,45-54 года,2,1,1.00,15.00,0.00,0.00,0.00,0.00,,,,,,,,,,,
1015,2023-11-27,мужской,media,18‑24 года,2,2,1.00,1.00,0.00,0.00,0.00,2.00,,,,,,,,,,,
1016,2023-11-27,мужской,media,45-54 года,2,2,1.50,22.00,0.00,0.00,0.00,1.00,,,,,,,,,,,
1017,2023-11-27,женский,search,младше 18 лет,2,2,1.00,18.00,0.00,0.00,0.00,1.00,,,,,,,,,,,
1018,2023-11-27,женский,search,55 лет и старше,2,2,2.00,802.00,0.00,1.00,0.00,1.00,,,,,,,,,,,
1019,2023-11-28,,social,45-54 года,2,2,7.50,390.00,0.00,0.00,0.00,2.00,,,,,,,,,,,
1020,2023-11-28,мужской,media,55 лет и старше,2,2,3.50,64.00,0.00,0.00,0.00,2.00,,,,,,,,,,,
1021,2023-11-28,женский,social,младше 18 лет,2,2,1.00,0.00,0.00,0.00,0.00,2.00,,,,,,,,,,,
1022,2023-11-28,женский,search,младше 18 лет,2,2,1.00,23.00,0.00,0.00,0.00,2.00,,,,,,,,,,,
1023,2023-11-29,мужской,social,,2,2,2.00,33.00,0.00,0.00,0.00,2.00,,,,,,,,,,,
1024,2023-11-29,женский,media,35‑44 года,2,2,5.50,636.00,0.00,0.00,0.00,2.00,,,,,,,,,,,
1025,2023-11-29,женский,media,55 лет и старше,2,2,1.50,32.00,0.00,0.00,0.00,2.00,,,,,,,,,,,
1026,2023-11-29,женский,search,45-54 года,2,2,1.50,37.00,0.00,0.00,0.00,2.00,,,,,,,,,,,
1027,2023-11-30,,social,25‑34 года,2,2,4.00,88.00,0.00,0.00,0.00,0.00,,,,,,,,,,,
1028,2023-11-30,,social,35‑44 года,2,2,3.50,74.00,0.00,0.00,0.00,1.00,,,,,,,,,,,
1029,2023-11-30,,social,55 лет и старше,2,2,1.00,19.00,0.00,0.00,0.00,2.00,,,,,,,,,,,
1030,2023-11-30,мужской,media,35‑44 года,2,2,14.50,1800.00,0.00,1.00,0.00,1.00,,,,,,,,,,,
1031,2023-11-30,мужской,search,18‑24 года,2,2,5.50,567.00,0.00,1.00,0.00,1.00,,,,,,,,,,,
1032,2023-11-30,мужской,search,25‑34 года,2,2,1.50,39.00,0.00,0.00,0.00,1.00,,,,,,,,,,,
1033,2023-11-30,мужской,search,55 лет и старше,2,2,1.00,15.00,0.00,0.00,0.00,1.00,,,,,,,,,,,
1034,2023-11-30,женский,search,35‑44 года,2,2,1.00,19.00,0.00,0.00,0.00,2.00,,,,,,,,,,,
1035,2023-11-30,женский,search,55 лет и старше,2,1,1.00,17.00,0.00,0.00,0.00,1.00,,,,,,,,,,,
1036,2023-11-01,,din,,1,1,1.00,14.00,0.00,0.00,0.00,1.00,,,,,,,,,,,
1037,2023-11-01,,media,25‑34 года,1,1,1.00,23.00,0.00,0.00,0.00,1.00,,,,,,,,,,,
1038,2023-11-01,,media,55 лет и старше,1,1,1.00,27.00,0.00,0.00,0.00,0.00,,,,,,,,,,,
1039,2023-11-01,,social,18‑24 года,1,1,2.00,66.00,0.00,0.00,0.00,1.00,,,,,,,,,,,
1040,2023-11-01,,social,55 лет и старше,1,1,1.00,15.00,0.00,0.00,0.00,1.00,,,,,,,,,,,
1041,2023-11-01,мужской,,45-54 года,1,1,5.00,156.00,0.00,0.00,0.00,0.00,,,,,,,,,,,
1042,2023-11-01,мужской,search,младше 18 лет,1,1,1.00,15.00,0.00,0.00,0.00,0.00,,,,,,,,,,,
1043,2023-11-01,мужской,search,55 лет и старше,1,1,1.00,3.00,0.00,0.00,0.00,1.00,,,,,,,,,,,
1044,2023-11-01,женский,social,младше 18 лет,1,1,2.00,38.00,0.00,0.00,0.00,1.00,,,,,,,,,,,
1045,2023-11-01,женский,search,18‑24 года,1,1,5.00,89.00,0.00,1.00,0.00,1.00,,,,,,,,,,,
1046,2023-11-01,женский,search,35‑44 года,1,1,1.00,3.00,0.00,0.00,0.00,1.00,,,,,,,,,,,
1047,2023-11-02,,media,,1,1,1.00,1.00,0.00,0.00,0.00,0.00,,,,,,,,,,,
1048,2023-11-02,мужской,media,младше 18 лет,1,1,2.00,20.00,0.00,0.00,0.00,1.00,,,,,,,,,,,
1049,2023-11-02,мужской,media,25‑34 года,1,1,1.00,1.00,0.00,0.00,0.00,1.00,,,,,,,,,,,
1050,2023-11-02,мужской,search,,1,1,2.00,170.00,68570.00,0.00,1.00,1.00,,,,,,,,,,,
1051,2023-11-02,мужской,search,18‑24 года,1,1,1.00,21.00,0.00,0.00,0.00,0.00,,,,,,,,,,,
1052,2023-11-02,женский,media,25‑34 года,1,1,1.00,1.00,0.00,0.00,0.00,0.00,,,,,,,,,,,
1053,2023-11-02,женский,media,45-54 года,1,1,1.00,23.00,0.00,0.00,0.00,1.00,,,,,,,,,,,
1054,2023-11-02,женский,social,младше 18 лет,1,1,1.00,23.00,0.00,0.00,0.00,1.00,,,,,,,,,,,
1055,2023-11-02,женский,search,младше 18 лет,1,1,1.00,8.00,0.00,0.00,0.00,0.00,,,,,,,,,,,
1056,2023-11-02,женский,search,35‑44 года,1,1,3.00,75.00,0.00,0.00,0.00,0.00,,,,,,,,,,,
1057,2023-11-02,женский,search,55 лет и старше,1,1,1.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,
1058,2023-11-03,,,35‑44 года,1,1,1.00,20.00,0.00,0.00,0.00,0.00,,,,,,,,,,,
1059,2023-11-03,,din,,1,1,1.00,23.00,0.00,0.00,0.00,1.00,,,,,,,,,,,
1060,2023-11-03,,din,35‑44 года,1,1,1.00,15.00,0.00,0.00,0.00,0.00,,,,,,,,,,,
1061,2023-11-03,,social,45-54 года,1,1,1.00,1.00,0.00,0.00,0.00,0.00,,,,,,,,,,,
1062,2023-11-03,мужской,din,55 лет и старше,1,1,1.00,24.00,0.00,0.00,0.00,0.00,,,,,,,,,,,
1063,2023-11-03,мужской,media,35‑44 года,1,1,1.00,1.00,0.00,0.00,0.00,0.00,,,,,,,,,,,
1064,2023-11-03,мужской,media,45-54 года,1,1,1.00,0.00,0.00,0.00,0.00,1.00,,,,,,,,,,,
1065,2023-11-03,мужской,social,младше 18 лет,1,1,1.00,37.00,0.00,0.00,0.00,1.00,,,,,,,,,,,
1066,2023-11-03,мужской,search,младше 18 лет,1,1,1.00,3.00,0.00,0.00,0.00,1.00,,,,,,,,,,,
1067,2023-11-03,мужской,search,35‑44 года,1,1,1.00,0.00,0.00,0.00,0.00,1.00,,,,,,,,,,,
1068,2023-11-03,женский,din,18‑24 года,1,1,1.00,15.00,0.00,0.00,0.00,0.00,,,,,,,,,,,
1069,2023-11-03,женский,media,младше 18 лет,1,1,1.00,16.00,0.00,0.00,0.00,0.00,,,,,,,,,,,
1070,2023-11-03,женский,media,25‑34 года,1,1,1.00,28.00,0.00,0.00,0.00,0.00,,,,,,,,,,,
1071,2023-11-03,женский,search,18‑24 года,1,1,1.00,22.00,0.00,0.00,0.00,1.00,,,,,,,,,,,
1072,2023-11-03,женский,search,35‑44 года,1,1,1.00,0.00,0.00,0.00,0.00,1.00,,,,,,,,,,,
1073,2023-11-03,женский,search,45-54 года,1,1,1.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,
1074,2023-11-04,,social,25‑34 года,1,1,1.00,2.00,0.00,0.00,0.00,1.00,,,,,,,,,,,
1075,2023-11-04,,social,35‑44 года,1,1,3.00,335.00,0.00,1.00,0.00,1.00,,,,,,,,,,,
1076,2023-11-04,,social,55 лет и старше,1,1,2.00,109.00,0.00,0.00,0.00,1.00,,,,,,,,,,,
1077,2023-11-04,мужской,din,,1,1,1.00,22.00,0.00,0.00,0.00,1.00,,,,,,,,,,,
1078,2023-11-04,мужской,din,55 лет и старше,1,1,35.00,1618.00,0.00,0.00,0.00,1.00,,,,,,,,,,,
1079,2023-11-04,мужской,media,25‑34 года,1,1,1.00,0.00,0.00,0.00,0.00,1.00,,,,,,,,,,,
1080,2023-11-04,мужской,social,младше 18 лет,1,1,1.00,3.00,0.00,0.00,0.00,1.00,,,,,,,,,,,
1081,2023-11-04,женский,din,18‑24 года,1,1,2.00,47.00,0.00,1.00,0.00,0.00,,,,,,,,,,,
1082,2023-11-04,женский,din,25‑34 года,1,1,1.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,
1083,2023-11-04,женский,din,55 лет и старше,1,1,1.00,22.00,0.00,0.00,0.00,0.00,,,,,,,,,,,
1084,2023-11-04,женский,media,35‑44 года,1,1,1.00,15.00,0.00,0.00,0.00,0.00,,,,,,,,,,,
1085,2023-11-04,женский,social,,1,1,2.00,35.00,0.00,0.00,0.00,1.00,,,,,,,,,,,
1086,2023-11-04,женский,search,18‑24 года,1,1,5.00,330.00,0.00,0.00,0.00,0.00,,,,,,,,,,,
1087,2023-11-05,,search,25‑34 года,1,1,4.00,75.00,0.00,0.00,0.00,0.00,,,,,,,,,,,
1088,2023-11-05,мужской,search,младше 18 лет,1,1,1.00,2.00,0.00,0.00,0.00,0.00,,,,,,,,,,,
1089,2023-11-05,женский,social,,1,1,1.00,18.00,0.00,0.00,0.00,1.00,,,,,,,,,,,
1090,2023-11-05,женский,search,младше 18 лет,1,1,2.00,35.00,0.00,0.00,0.00,1.00,,,,,,,,,,,
1091,2023-11-05,женский,search,35‑44 года,1,1,2.00,54.00,0.00,0.00,0.00,1.00,,,,,,,,,,,
1092,2023-11-05,женский,search,55 лет и старше,1,1,1.00,22.00,0.00,0.00,0.00,1.00,,,,,,,,,,,
1093,2023-11-06,,din,25‑34 года,1,1,6.00,385.00,0.00,1.00,0.00,0.00,,,,,,,,,,,
1094,2023-11-06,,social,18‑24 года,1,1,2.00,31.00,0.00,0.00,0.00,1.00,,,,,,,,,,,
1095,2023-11-06,,social,35‑44 года,1,1,1.00,15.00,0.00,0.00,0.00,1.00,,,,,,,,,,,
1096,2023-11-06,,social,55 лет и старше,1,1,1.00,21.00,0.00,0.00,0.00,1.00,,,,,,,,,,,
1097,2023-11-06,мужской,din,18‑24 года,1,1,6.00,1251.00,0.00,1.00,0.00,0.00,,,,,,,,,,,
1098,2023-11-06,женский,din,25‑34 года,1,1,1.00,1.00,0.00,0.00,0.00,0.00,,,,,,,,,,,
1099,2023-11-06,женский,din,45-54 года,1,1,1.00,2.00,0.00,0.00,0.00,0.00,,,,,,,,,,,
1100,2023-11-06,женский,din,55 лет и старше,1,1,1.00,26.00,0.00,0.00,0.00,0.00,,,,,,,,,,,
1101,2023-11-06,женский,social,,1,1,1.00,15.00,0.00,0.00,0.00,1.00,,,,,,,,,,,
1102,2023-11-06,женский,search,25‑34 года,1,1,1.00,15.00,0.00,0.00,0.00,0.00,,,,,,,,,,,
1103,2023-11-07,,din,25‑34 года,1,1,1.00,15.00,0.00,0.00,0.00,0.00,,,,,,,,,,,
1104,2023-11-07,,search,младше 18 лет,1,1,4.00,149.00,0.00,0.00,0.00,1.00,,,,,,,,,,,
1105,2023-11-07,,search,55 лет и старше,1,1,3.00,391.00,0.00,0.00,0.00,1.00,,,,,,,,,,,
1106,2023-11-07,мужской,din,,1,1,1.00,70.00,0.00,0.00,0.00,0.00,,,,,,,,,,,
1107,2023-11-07,мужской,media,,1,1,2.00,549.00,0.00,0.00,0.00,1.00,,,,,,,,,,,
1108,2023-11-07,мужской,media,18‑24 года,1,1,2.00,4.00,0.00,0.00,0.00,1.00,,,,,,,,,,,
1109,2023-11-07,мужской,media,45-54 года,1,1,10.00,223.00,0.00,0.00,0.00,0.00,,,,,,,,,,,
1110,2023-11-07,мужской,media,55 лет и старше,1,1,1.00,24.00,0.00,0.00,0.00,1.00,,,,,,,,,,,
1111,2023-11-07,мужской,search,,1,1,1.00,27.00,0.00,0.00,0.00,1.00,,,,,,,,,,,
1112,2023-11-07,женский,media,младше 18 лет,1,1,1.00,0.00,0.00,0.00,0.00,1.00,,,,,,,,,,,
1113,2023-11-07,женский,media,18‑24 года,1,1,1.00,14.00,0.00,0.00,0.00,1.00,,,,,,,,,,,
1114,2023-11-07,женский,search,18‑24 года,1,1,7.00,278.00,0.00,0.00,0.00,0.00,,,,,,,,,,,
1115,2023-11-07,женский,search,55 лет и старше,1,1,1.00,16.00,0.00,0.00,0.00,1.00,,,,,,,,,,,
1116,2023-11-08,,media,25‑34 года,1,1,1.00,15.00,0.00,0.00,0.00,1.00,,,,,,,,,,,
1117,2023-11-08,,social,35‑44 года,1,1,1.00,17.00,0.00,0.00,0.00,1.00,,,,,,,,,,,
1118,2023-11-08,,social,45-54 года,1,1,4.00,15.00,0.00,0.00,0.00,0.00,,,,,,,,,,,
1119,2023-11-08,мужской,all,45-54 года,1,1,1.00,43.00,0.00,0.00,0.00,0.00,,,,,,,,,,,
1120,2023-11-08,мужской,social,,1,1,1.00,169.00,0.00,1.00,0.00,0.00,,,,,,,,,,,
1121,2023-11-08,женский,din,,1,1,1.00,6.00,0.00,0.00,0.00,1.00,,,,,,,,,,,
1122,2023-11-08,женский,search,55 лет и старше,1,1,4.00,243.00,0.00,0.00,0.00,1.00,,,,,,,,,,,
1123,2023-11-09,,din,35‑44 года,1,1,1.00,15.00,0.00,0.00,0.00,1.00,,,,,,,,,,,
1124,2023-11-09,,media,55 лет и старше,1,1,1.00,37.00,0.00,0.00,0.00,1.00,,,,,,,,,,,
1125,2023-11-09,,social,18‑24 года,1,1,3.00,51.00,0.00,0.00,0.00,1.00,,,,,,,,,,,
1126,2023-11-09,,social,45-54 года,1,1,1.00,37.00,0.00,0.00,0.00,1.00,,,,,,,,,,,
1127,2023-11-09,,search,18‑24 года,1,1,1.00,3.00,0.00,0.00,0.00,1.00,,,,,,,,,,,
1128,2023-11-09,,search,35‑44 года,1,1,1.00,3.00,0.00,0.00,0.00,1.00,,,,,,,,,,,
1129,2023-11-09,,search,55 лет и старше,1,1,6.00,723.00,0.00,0.00,0.00,0.00,,,,,,,,,,,
1130,2023-11-09,мужской,,25‑34 года,1,1,2.00,19.00,0.00,0.00,0.00,0.00,,,,,,,,,,,
1131,2023-11-09,мужской,all,45-54 года,1,1,1.00,108.00,0.00,0.00,0.00,0.00,,,,,,,,,,,
1132,2023-11-09,мужской,media,18‑24 года,1,1,1.00,84.00,0.00,0.00,0.00,1.00,,,,,,,,,,,
1133,2023-11-09,женский,din,младше 18 лет,1,1,3.00,864.00,0.00,0.00,0.00,0.00,,,,,,,,,,,
1134,2023-11-09,женский,search,,1,1,1.00,16.00,0.00,0.00,0.00,1.00,,,,,,,,,,,
1135,2023-11-09,женский,search,младше 18 лет,1,1,1.00,15.00,0.00,0.00,0.00,0.00,,,,,,,,,,,
1136,2023-11-10,,media,55 лет и старше,1,1,1.00,4.00,0.00,0.00,0.00,0.00,,,,,,,,,,,
1137,2023-11-10,мужской,search,,1,1,1.00,16.00,0.00,0.00,0.00,1.00,,,,,,,,,,,
1138,2023-11-10,мужской,search,младше 18 лет,1,1,1.00,21.00,0.00,0.00,0.00,1.00,,,,,,,,,,,
1139,2023-11-10,женский,din,младше 18 лет,1,1,1.00,1.00,0.00,0.00,0.00,0.00,,,,,,,,,,,
1140,2023-11-10,женский,din,18‑24 года,1,1,1.00,96.00,0.00,0.00,0.00,0.00,,,,,,,,,,,
1141,2023-11-10,женский,din,25‑34 года,1,1,1.00,51.00,0.00,0.00,0.00,0.00,,,,,,,,,,,
1142,2023-11-10,женский,media,45-54 года,1,1,1.00,43.00,0.00,0.00,0.00,0.00,,,,,,,,,,,
1143,2023-11-10,женский,social,младше 18 лет,1,1,2.00,41.00,0.00,0.00,0.00,1.00,,,,,,,,,,,
1144,2023-11-10,женский,search,младше 18 лет,1,1,12.00,626.00,0.00,0.00,0.00,1.00,,,,,,,,,,,
1145,2023-11-10,женский,search,55 лет и старше,1,1,1.00,16.00,0.00,0.00,0.00,0.00,,,,,,,,,,,
1146,2023-11-11,,media,35‑44 года,1,1,1.00,15.00,0.00,0.00,0.00,1.00,,,,,,,,,,,
1147,2023-11-11,,social,18‑24 года,1,1,3.00,42.00,0.00,0.00,0.00,0.00,,,,,,,,,,,
1148,2023-11-11,,search,25‑34 года,1,1,1.00,15.00,0.00,0.00,0.00,1.00,,,,,,,,,,,
1149,2023-11-11,мужской,all,45-54 года,1,1,1.00,22.00,0.00,0.00,0.00,0.00,,,,,,,,,,,
1150,2023-11-11,мужской,din,,1,1,1.00,14.00,0.00,0.00,0.00,0.00,,,,,,,,,,,
1151,2023-11-11,мужской,din,18‑24 года,1,1,5.00,68.00,0.00,0.00,0.00,0.00,,,,,,,,,,,
1152,2023-11-11,мужской,dinrem,45-54 года,1,1,1.00,14.00,0.00,0.00,0.00,0.00,,,,,,,,,,,
1153,2023-11-11,мужской,search,младше 18 лет,1,1,1.00,15.00,0.00,0.00,0.00,0.00,,,,,,,,,,,
1154,2023-11-11,женский,din,25‑34 года,1,1,1.00,15.00,0.00,0.00,0.00,1.00,,,,,,,,,,,
1155,2023-11-11,женский,din,35‑44 года,1,1,1.00,23.00,0.00,0.00,0.00,1.00,,,,,,,,,,,
